# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-22T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 728.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-03-17T17:15:00.0/2019-03-17T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T17:30:00.0/2019-03-17T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T17:45:00.0/2019-03-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T18:00:00.0/2019-03-17T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T18:15:00.0/2019-03-17T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T18:30:00.0/2019-03-17T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T18:45:00.0/2019-03-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T19:00:00.0/2019-03-17T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T19:15:00.0/2019-03-17T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T19:30:00.0/2019-03-17T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T19:45:00.0/2019-03-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T20:00:00.0/2019-03-17T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T20:15:00.0/2019-03-17T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T20:30:00.0/2019-03-17T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T20:45:00.0/2019-03-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T21:00:00.0/2019-03-17T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T21:15:00.0/2019-03-17T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T21:30:00.0/2019-03-17T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T21:45:00.0/2019-03-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T22:00:00.0/2019-03-17T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T22:15:00.0/2019-03-17T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-17T22:30:00.0/2019-03-17T22:45:00.0;2.3869;0.4308;0.0018;0.4290;0.0559;0.4308;0.0018;0.4290;0.0559;0.7667
2019-03-17T22:45:00.0/2019-03-17T23:00:00.0;18.3464;4.0421;0.1597;3.8824;2.6405;4.0421;0.1597;3.8824;2.6405;0.6333
2019-03-17T23:00:00.0/2019-03-17T23:15:00.0;36.3016;9.5566;0.8129;8.7436;7.4887;9.5566;0.8129;8.7436;7.4887;1.0000
2019-03-17T23:15:00.0/2019-03-17T23:30:00.0;54.0833;16.3559;2.0787;14.2772;13.0634;16.3559;2.0787;14.2772;13.0634;1.0000
2019-03-17T23:30:00.0/2019-03-17T23:45:00.0;71.6155;24.2580;4.0009;20.2571;19.0940;24.2580;4.0009;20.2571;19.0940;1.0000
2019-03-17T23:45:00.0/2019-03-18T00:00:00.0;88.8230;33.0675;6.5547;26.5128;25.2874;33.0675;6.5547;26.5128;25.2874;1.0000
2019-03-18T00:00:00.0/2019-03-18T00:15:00.0;105.6324;42.7200;9.7501;32.9700;31.6665;24.7344;3.7889;20.9455;12.8151;1.0000
2019-03-18T00:15:00.0/2019-03-18T00:30:00.0;121.9714;53.0659;13.5560;39.5099;38.1628;17.1131;0.0017;17.1114;0.0048;1.0000
2019-03-18T00:30:00.0/2019-03-18T00:45:00.0;137.7702;63.7592;17.8087;45.9506;44.4100;20.8897;0.0105;20.8792;0.0255;1.0000
2019-03-18T00:45:00.0/2019-03-18T01:00:00.0;152.9611;74.5889;22.3877;52.2012;50.3026;34.9104;0.6897;34.2207;1.5140;1.0000
2019-03-18T01:00:00.0/2019-03-18T01:15:00.0;167.4793;85.3676;27.1716;58.1961;55.7730;72.6144;17.1742;55.4402;34.8118;1.0000
2019-03-18T01:15:00.0/2019-03-18T01:30:00.0;181.2624;95.9324;32.0433;63.8892;60.7821;95.9324;32.0433;63.8892;60.7821;1.0000
2019-03-18T01:30:00.0/2019-03-18T01:45:00.0;194.2515;106.1420;36.8933;69.2488;65.3105;106.1420;36.8933;69.2488;65.3105;1.0000
2019-03-18T01:45:00.0/2019-03-18T02:00:00.0;206.3911;115.8741;41.6212;74.2529;69.3527;115.8741;41.6212;74.2529;69.3527;1.0000
2019-03-18T02:00:00.0/2019-03-18T02:15:00.0;217.6292;125.0227;46.1366;78.8861;72.9117;125.0227;46.1366;78.8861;72.9117;1.0000
2019-03-18T02:15:00.0/2019-03-18T02:30:00.0;227.9177;133.4959;50.3590;83.1369;75.9957;133.4959;50.3590;83.1369;75.9957;1.0000
2019-03-18T02:30:00.0/2019-03-18T02:45:00.0;237.2125;141.2144;54.2178;86.9965;78.6158;141.2144;54.2178;86.9965;78.6158;0.7000
2019-03-18T02:45:00.0/2019-03-18T03:00:00.0;245.4740;148.1100;57.6522;90.4578;80.7842;148.1100;57.6522;90.4578;80.7842;0.9667
2019-03-18T03:00:00.0/2019-03-18T03:15:00.0;252.6667;154.4826;61.2524;93.2302;83.3834;154.4826;61.2524;93.2302;83.3834;1.0000
2019-03-18T03:15:00.0/2019-03-18T03:30:00.0;258.7600;160.2935;65.0354;95.2581;86.4503;143.1338;50.6784;92.4553;67.4888;1.0000
2019-03-18T03:30:00.0/2019-03-18T03:45:00.0;263.7278;165.1456;68.3361;96.8096;89.1281;84.4062;5.2973;79.1089;6.9251;1.0000
2019-03-18T03:45:00.0/2019-03-18T04:00:00.0;267.5489;169.0026;71.1039;97.8987;91.4146;78.0042;2.7450;75.2592;3.5303;1.0000
2019-03-18T04:00:00.0/2019-03-18T04:15:00.0;270.2069;171.8367;73.2970;98.5397;93.3076;60.5047;0.8583;59.6464;1.0944;1.0000
2019-03-18T04:15:00.0/2019-03-18T04:30:00.0;271.6906;173.6285;74.8818;98.7467;94.8048;57.5401;0.3062;57.2339;0.3876;1.0000
2019-03-18T04:30:00.0/2019-03-18T04:45:00.0;271.9937;174.3664;75.8337;98.5327;95.9029;58.5931;0.3302;58.2629;0.4176;1.0000
2019-03-18T04:45:00.0/2019-03-18T05:00:00.0;271.1149;174.0462;76.1363;97.9099;96.5972;85.5654;18.9495;66.6159;24.0831;1.0000
2019-03-18T05:00:00.0/2019-03-18T05:15:00.0;269.0580;172.6709;75.7817;96.8892;96.8816;105.5378;32.0996;73.4382;40.9419;1.0000
2019-03-18T05:15:00.0/2019-03-18T05:30:00.0;265.8321;170.2505;74.7707;95.4798;96.7480;47.8664;0.7096;47.1569;0.9217;1.0000
2019-03-18T05:30:00.0/2019-03-18T05:45:00.0;261.4510;166.8025;73.1125;93.6899;96.1863;96.0492;8.4005;87.6487;11.0952;1.0000
2019-03-18T05:45:00.0/2019-03-18T06:00:00.0;255.9334;162.3510;70.8251;91.5259;95.1839;142.6147;48.1526;94.4622;64.6700;1.0000
2019-03-18T06:00:00.0/2019-03-18T06:15:00.0;249.3033;157.0279;68.0859;88.9420;93.9349;116.1890;17.8768;98.3122;24.7127;1.0000
2019-03-18T06:15:00.0/2019-03-18T06:30:00.0;241.5889;150.8676;64.9118;85.9557;92.4128;138.8813;48.9229;89.9584;69.6210;1.0000
2019-03-18T06:30:00.0/2019-03-18T06:45:00.0;232.8235;143.8130;61.1835;82.6294;90.3810;128.0099;38.3110;89.6989;56.7368;1.0000
2019-03-18T06:45:00.0/2019-03-18T07:00:00.0;223.0447;135.9173;56.9505;78.9668;87.8121;134.7569;55.1120;79.6448;85.0227;1.0000
2019-03-18T07:00:00.0/2019-03-18T07:15:00.0;212.2945;127.2430;52.2730;74.9700;84.6762;119.4322;41.4428;77.9895;66.9766;1.0000
2019-03-18T07:15:00.0/2019-03-18T07:30:00.0;200.6190;117.8624;47.2233;70.6392;80.9416;110.5772;38.6834;71.8938;66.2861;1.0000
2019-03-18T07:30:00.0/2019-03-18T07:45:00.0;188.0683;107.8740;41.9366;65.9374;76.6712;100.9151;35.4175;65.4976;64.8963;1.0000
2019-03-18T07:45:00.0/2019-03-18T08:00:00.0;174.6963;97.4951;36.8917;60.6034;72.6059;84.9638;26.1677;58.7961;51.4033;1.0000
2019-03-18T08:00:00.0/2019-03-18T08:15:00.0;160.5603;86.7517;31.8015;54.9502;68.0870;75.5492;20.9696;54.5796;44.9226;1.0000
2019-03-18T08:15:00.0/2019-03-18T08:30:00.0;145.7210;75.7449;26.6593;49.0856;62.8750;71.0300;22.6958;48.3343;53.4399;1.0000
2019-03-18T08:30:00.0/2019-03-18T08:45:00.0;130.2421;64.6276;21.5836;43.0441;56.9336;59.1793;17.6236;41.5558;46.7756;1.0000
2019-03-18T08:45:00.0/2019-03-18T09:00:00.0;114.1898;53.5787;16.7069;36.8718;50.2368;51.0796;15.0400;36.0396;44.9865;1.0000
2019-03-18T09:00:00.0/2019-03-18T09:15:00.0;97.6332;42.8700;12.2509;30.6191;43.0520;33.5490;6.3000;27.2489;22.0589;1.0000
2019-03-18T09:15:00.0/2019-03-18T09:30:00.0;80.6431;32.6969;8.3079;24.3890;35.2869;25.9838;4.2265;21.7573;18.1901;1.0000
2019-03-18T09:30:00.0/2019-03-18T09:45:00.0;63.2925;23.2347;4.9562;18.2785;26.7277;22.5279;4.6483;17.8795;25.1692;1.0000
2019-03-18T09:45:00.0/2019-03-18T10:00:00.0;45.6557;14.7739;2.3904;12.3835;17.7145;14.7739;2.3904;12.3835;17.7145;0.8667
2019-03-18T10:00:00.0/2019-03-18T10:15:00.0;27.8084;7.6412;0.7637;6.8775;9.0092;7.6412;0.7637;6.8775;9.0092;0.5000
2019-03-18T10:15:00.0/2019-03-18T10:30:00.0;9.8271;2.1948;0.0819;2.1129;1.9336;2.1948;0.0819;2.1129;1.9336;0.5000
2019-03-18T10:30:00.0/2019-03-18T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.9667
2019-03-18T10:45:00.0/2019-03-18T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T11:00:00.0/2019-03-18T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T11:15:00.0/2019-03-18T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T11:30:00.0/2019-03-18T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T11:45:00.0/2019-03-18T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T12:00:00.0/2019-03-18T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T12:15:00.0/2019-03-18T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T12:30:00.0/2019-03-18T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T12:45:00.0/2019-03-18T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T13:00:00.0/2019-03-18T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T13:15:00.0/2019-03-18T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T13:30:00.0/2019-03-18T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T13:45:00.0/2019-03-18T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T14:00:00.0/2019-03-18T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T14:15:00.0/2019-03-18T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T14:30:00.0/2019-03-18T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T14:45:00.0/2019-03-18T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T15:00:00.0/2019-03-18T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T15:15:00.0/2019-03-18T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T15:30:00.0/2019-03-18T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T15:45:00.0/2019-03-18T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T16:00:00.0/2019-03-18T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T16:15:00.0/2019-03-18T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T16:30:00.0/2019-03-18T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T16:45:00.0/2019-03-18T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T17:00:00.0/2019-03-18T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T17:15:00.0/2019-03-18T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T17:30:00.0/2019-03-18T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T17:45:00.0/2019-03-18T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T18:00:00.0/2019-03-18T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T18:15:00.0/2019-03-18T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T18:30:00.0/2019-03-18T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T18:45:00.0/2019-03-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T19:00:00.0/2019-03-18T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T19:15:00.0/2019-03-18T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T19:30:00.0/2019-03-18T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T19:45:00.0/2019-03-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T20:00:00.0/2019-03-18T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T20:15:00.0/2019-03-18T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T20:30:00.0/2019-03-18T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T20:45:00.0/2019-03-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T21:00:00.0/2019-03-18T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T21:15:00.0/2019-03-18T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T21:30:00.0/2019-03-18T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T21:45:00.0/2019-03-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T22:00:00.0/2019-03-18T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T22:15:00.0/2019-03-18T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-18T22:30:00.0/2019-03-18T22:45:00.0;3.4045;0.8245;0.0399;0.7846;1.1744;0.8245;0.0399;0.7846;1.1744;0.7000
2019-03-18T22:45:00.0/2019-03-18T23:00:00.0;20.1035;6.1293;0.6486;5.4807;10.1549;6.1293;0.6486;5.4807;10.1549;0.6333
2019-03-18T23:00:00.0/2019-03-18T23:15:00.0;38.0484;14.3913;3.0815;11.3098;27.0668;14.3913;3.0815;11.3098;27.0668;1.0000
2019-03-18T23:15:00.0/2019-03-18T23:30:00.0;55.8183;24.8389;7.8476;16.9913;47.7888;24.8389;7.8476;16.9913;47.7888;1.0000
2019-03-18T23:30:00.0/2019-03-18T23:45:00.0;73.3373;36.7746;14.5826;22.1920;67.9867;36.5139;14.3551;22.1588;67.0160;1.0000
2019-03-18T23:45:00.0/2019-03-19T00:00:00.0;90.5303;49.5996;22.7447;26.8550;86.1157;45.2145;18.6260;26.5885;70.3771;1.0000
2019-03-19T00:00:00.0/2019-03-19T00:15:00.0;107.3240;62.8539;31.8538;31.0002;101.8577;62.8051;31.8049;31.0001;101.6891;1.0000
2019-03-19T00:15:00.0/2019-03-19T00:30:00.0;123.6460;76.2153;41.5340;34.6813;115.3565;76.2153;41.5340;34.6813;115.3565;1.0000
2019-03-19T00:30:00.0/2019-03-19T00:45:00.0;139.4267;89.4710;51.5028;37.9682;126.9027;89.4710;51.5028;37.9682;126.9027;1.0000
2019-03-19T00:45:00.0/2019-03-19T01:00:00.0;154.5986;102.4513;61.5406;40.9107;136.7872;102.4513;61.5406;40.9107;136.7872;1.0000
2019-03-19T01:00:00.0/2019-03-19T01:15:00.0;169.0966;115.0216;71.4708;43.5508;145.2612;115.0216;71.4708;43.5508;145.2612;1.0000
2019-03-19T01:15:00.0/2019-03-19T01:30:00.0;182.8588;127.0702;81.1472;45.9230;152.5311;127.0702;81.1472;45.9230;152.5311;1.0000
2019-03-19T01:30:00.0/2019-03-19T01:45:00.0;195.8263;138.5024;90.4467;48.0557;158.7644;138.5024;90.4467;48.0557;158.7644;1.0000
2019-03-19T01:45:00.0/2019-03-19T02:00:00.0;207.9435;149.2366;99.2645;49.9722;164.0972;149.2366;99.2645;49.9722;164.0972;1.0000
2019-03-19T02:00:00.0/2019-03-19T02:15:00.0;219.1585;159.2020;107.5110;51.6910;168.6405;159.2020;107.5110;51.6910;168.6405;1.0000
2019-03-19T02:15:00.0/2019-03-19T02:30:00.0;229.4235;168.3367;115.1095;53.2272;172.4849;168.3367;115.1095;53.2272;172.4849;1.0000
2019-03-19T02:30:00.0/2019-03-19T02:45:00.0;238.6945;176.5871;121.9943;54.5928;175.7044;176.5871;121.9943;54.5928;175.7044;0.7000
2019-03-19T02:45:00.0/2019-03-19T03:00:00.0;246.9317;183.9067;128.1093;55.7974;178.3586;183.9067;128.1093;55.7974;178.3586;0.9667
2019-03-19T03:00:00.0/2019-03-19T03:15:00.0;254.1001;190.1736;133.3461;56.8275;180.4137;182.6372;112.5688;70.0684;152.4382;1.0000
2019-03-19T03:15:00.0/2019-03-19T03:30:00.0;260.1690;195.3504;137.6590;57.6914;181.9050;179.8556;95.2109;84.6447;125.7999;1.0000
2019-03-19T03:30:00.0/2019-03-19T03:45:00.0;265.1123;199.5021;141.0778;58.4243;182.9468;181.6254;92.7941;88.8312;120.3880;1.0000
2019-03-19T03:45:00.0/2019-03-19T04:00:00.0;268.9091;202.6821;143.5937;59.0884;183.5800;176.6493;76.6024;100.0469;97.9339;1.0000
2019-03-19T04:00:00.0/2019-03-19T04:15:00.0;271.5431;204.8103;145.1773;59.6330;183.8036;168.1767;60.5441;107.6326;76.6911;1.0000
2019-03-19T04:15:00.0/2019-03-19T04:30:00.0;273.0031;205.8600;145.8158;60.0442;183.6238;155.2394;41.5806;113.6589;52.3517;1.0000
2019-03-19T04:30:00.0/2019-03-19T04:45:00.0;273.2829;205.8267;145.5066;60.3201;183.0455;181.7801;82.2996;99.4805;103.5335;1.0000
2019-03-19T04:45:00.0/2019-03-19T05:00:00.0;272.3814;204.7114;144.2537;60.4577;182.0685;180.4059;81.5078;98.8980;102.8581;1.0000
2019-03-19T05:00:00.0/2019-03-19T05:15:00.0;270.3025;202.5206;142.0683;60.4523;180.6874;162.4022;52.0272;110.3750;66.1615;1.0000
2019-03-19T05:15:00.0/2019-03-19T05:30:00.0;267.0553;199.2665;138.9685;60.2980;178.8919;171.4465;85.3202;86.1263;109.9495;1.0000
2019-03-19T05:30:00.0/2019-03-19T05:45:00.0;262.6537;194.9668;134.9795;59.9873;176.6663;181.6493;102.3199;79.3294;133.7778;1.0000
2019-03-19T05:45:00.0/2019-03-19T06:00:00.0;257.1165;189.6451;130.1340;59.5111;173.9892;166.0571;85.3842;80.6729;114.2954;1.0000
2019-03-19T06:00:00.0/2019-03-19T06:15:00.0;250.4678;182.8807;123.2207;59.6600;169.1074;181.8016;120.7666;61.0349;165.7097;1.0000
2019-03-19T06:15:00.0/2019-03-19T06:30:00.0;242.7359;174.7319;114.3572;60.3747;161.9358;162.3043;85.2510;77.0533;120.7826;1.0000
2019-03-19T06:30:00.0/2019-03-19T06:45:00.0;233.9542;165.6534;105.0141;60.6393;154.2803;165.5371;104.7466;60.7905;153.8941;1.0000
2019-03-19T06:45:00.0/2019-03-19T07:00:00.0;224.1603;155.7123;95.2577;60.4546;146.0530;155.7123;95.2577;60.4546;146.0530;1.0000
2019-03-19T07:00:00.0/2019-03-19T07:15:00.0;213.3963;145.0902;85.7772;59.3130;138.1461;145.0902;85.7772;59.3130;138.1461;1.0000
2019-03-19T07:15:00.0/2019-03-19T07:30:00.0;201.7084;133.8164;76.2957;57.5207;129.9847;123.6136;61.0945;62.5190;103.5889;1.0000
2019-03-19T07:30:00.0/2019-03-19T07:45:00.0;189.1467;121.9419;66.6724;55.2695;121.1193;105.2573;42.2818;62.9755;77.5163;1.0000
2019-03-19T07:45:00.0/2019-03-19T08:00:00.0;175.7652;109.5736;57.0534;52.5202;111.5186;106.7110;52.4498;54.2612;102.2930;1.0000
2019-03-19T08:00:00.0/2019-03-19T08:15:00.0;161.6211;96.8388;47.6012;49.2377;101.1637;92.2223;40.3682;51.8541;86.1084;1.0000
2019-03-19T08:15:00.0/2019-03-19T08:30:00.0;146.7753;83.8915;38.4955;45.3959;90.0592;83.8915;38.4955;45.3959;90.0592;1.0000
2019-03-19T08:30:00.0/2019-03-19T08:45:00.0;131.2914;70.9184;29.9334;40.9850;78.2510;64.7274;24.0816;40.6458;62.5381;1.0000
2019-03-19T08:45:00.0/2019-03-19T09:00:00.0;115.2359;58.1467;22.1258;36.0209;65.8524;11.8112;2.3193;9.4919;6.5843;1.0000
