# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2018-10-31T15:45:00.0/2018-10-31T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T16:00:00.0/2018-10-31T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T16:15:00.0/2018-10-31T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T16:30:00.0/2018-10-31T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T16:45:00.0/2018-10-31T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T17:00:00.0/2018-10-31T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T17:15:00.0/2018-10-31T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T17:30:00.0/2018-10-31T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T17:45:00.0/2018-10-31T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T18:00:00.0/2018-10-31T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T18:15:00.0/2018-10-31T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T18:30:00.0/2018-10-31T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T18:45:00.0/2018-10-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T19:00:00.0/2018-10-31T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T19:15:00.0/2018-10-31T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T19:30:00.0/2018-10-31T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T19:45:00.0/2018-10-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T20:00:00.0/2018-10-31T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T20:15:00.0/2018-10-31T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T20:30:00.0/2018-10-31T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T20:45:00.0/2018-10-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T21:00:00.0/2018-10-31T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T21:15:00.0/2018-10-31T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T21:30:00.0/2018-10-31T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T21:45:00.0/2018-10-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T22:00:00.0/2018-10-31T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T22:15:00.0/2018-10-31T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T22:30:00.0/2018-10-31T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-31T22:45:00.0/2018-10-31T23:00:00.0;1.9692;0.3574;0.0008;0.3566;0.0086;0.2933;0.0003;0.2930;0.0034;0.7667
2018-10-31T23:00:00.0/2018-10-31T23:15:00.0;16.7535;3.7063;0.0918;3.6145;1.6268;3.0421;0.0359;3.0062;0.6361;0.5000
2018-10-31T23:15:00.0/2018-10-31T23:30:00.0;33.5981;8.8619;0.5259;8.3360;5.2465;7.2737;0.2056;7.0681;2.0515;0.6333
2018-10-31T23:30:00.0/2018-10-31T23:45:00.0;50.0800;15.1470;1.4097;13.7373;9.6018;13.2902;0.9182;12.3721;6.1382;1.0000
2018-10-31T23:45:00.0/2018-11-01T00:00:00.0;66.1285;22.3951;2.8253;19.5698;14.6614;18.8931;1.7991;17.0940;9.3549;1.0000
2018-11-01T00:00:00.0/2018-11-01T00:15:00.0;81.6748;30.4868;4.8306;25.6563;20.3499;25.4746;3.1091;22.3656;13.1018;1.0000
2018-11-01T00:15:00.0/2018-11-01T00:30:00.0;96.6523;39.2558;7.4327;31.8232;26.5019;32.5216;4.6900;27.8315;16.7213;1.0000
2018-11-01T00:30:00.0/2018-11-01T00:45:00.0;110.9968;48.4542;10.5592;37.8950;32.8160;40.0898;6.6387;33.4511;20.6391;1.0000
2018-11-01T00:45:00.0/2018-11-01T01:00:00.0;124.6468;57.8609;14.1181;43.7428;39.0957;47.8152;8.8381;38.9771;24.4751;1.0000
2018-11-01T01:00:00.0/2018-11-01T01:15:00.0;137.5439;67.2689;17.9985;49.2704;45.1868;59.4762;13.5702;45.9060;33.9684;1.0000
2018-11-01T01:15:00.0/2018-11-01T01:30:00.0;149.6327;76.4936;22.0826;54.4110;50.9758;75.6939;21.6066;54.0874;49.8446;1.0000
2018-11-01T01:30:00.0/2018-11-01T01:45:00.0;160.8615;85.3752;26.2527;59.1225;56.3836;85.3752;26.2527;59.1225;56.3836;1.0000
2018-11-01T01:45:00.0/2018-11-01T02:00:00.0;171.1820;93.7776;30.3971;63.3805;61.3579;93.7776;30.3971;63.3805;61.3579;1.0000
2018-11-01T02:00:00.0/2018-11-01T02:15:00.0;180.5501;101.5863;34.4126;67.1737;65.8663;101.5863;34.4126;67.1737;65.8663;1.0000
2018-11-01T02:15:00.0/2018-11-01T02:30:00.0;188.9256;108.7053;38.2059;70.4994;69.8909;108.7053;38.2059;70.4994;69.8909;1.0000
2018-11-01T02:30:00.0/2018-11-01T02:45:00.0;196.2725;115.0549;41.6948;73.3601;73.4228;115.0549;41.6948;73.3601;73.4228;0.7000
2018-11-01T02:45:00.0/2018-11-01T03:00:00.0;202.5594;120.5787;44.8502;75.7284;76.5314;120.5787;44.8502;75.7284;76.5314;0.9667
2018-11-01T03:00:00.0/2018-11-01T03:15:00.0;207.7594;125.0378;47.2998;77.7380;78.6960;125.0378;47.2998;77.7380;78.6960;1.0000
2018-11-01T03:15:00.0/2018-11-01T03:30:00.0;211.8500;128.4027;49.0601;79.3425;80.0505;128.4027;49.0601;79.3425;80.0505;1.0000
2018-11-01T03:30:00.0/2018-11-01T03:45:00.0;214.8138;130.7995;50.2854;80.5141;80.9191;130.7995;50.2854;80.5141;80.9191;1.0000
2018-11-01T03:45:00.0/2018-11-01T04:00:00.0;216.6380;132.2061;50.9445;81.2616;81.2904;132.2061;50.9445;81.2616;81.2904;1.0000
2018-11-01T04:00:00.0/2018-11-01T04:15:00.0;217.3148;132.6117;51.0298;81.5819;81.1734;132.6117;51.0298;81.5819;81.1734;1.0000
2018-11-01T04:15:00.0/2018-11-01T04:30:00.0;216.8412;132.0139;50.5436;81.4703;80.5756;132.0139;50.5436;81.4703;80.5756;1.0000
2018-11-01T04:30:00.0/2018-11-01T04:45:00.0;215.2193;130.4184;49.4978;80.9206;79.5028;130.4184;49.4978;80.9206;79.5028;1.0000
2018-11-01T04:45:00.0/2018-11-01T05:00:00.0;212.4559;127.8399;47.9143;79.9256;77.9594;127.8399;47.9143;79.9256;77.9594;1.0000
2018-11-01T05:00:00.0/2018-11-01T05:15:00.0;208.5630;124.3015;45.8241;78.4774;75.9489;124.3015;45.8241;78.4774;75.9489;1.0000
2018-11-01T05:15:00.0/2018-11-01T05:30:00.0;203.5570;119.8358;43.2682;76.5677;73.4744;119.8358;43.2682;76.5677;73.4744;1.0000
2018-11-01T05:30:00.0/2018-11-01T05:45:00.0;197.4595;114.4858;40.2972;74.1886;70.5397;114.4858;40.2972;74.1886;70.5397;1.0000
2018-11-01T05:45:00.0/2018-11-01T06:00:00.0;190.2966;108.3050;36.9712;71.3339;67.1503;108.3050;36.9712;71.3339;67.1503;1.0000
2018-11-01T06:00:00.0/2018-11-01T06:15:00.0;182.0988;101.3113;33.3106;68.0007;63.2201;101.3113;33.3106;68.0007;63.2201;1.0000
2018-11-01T06:15:00.0/2018-11-01T06:30:00.0;172.9014;93.5906;29.4066;64.1841;58.7738;93.5906;29.4066;64.1841;58.7738;1.0000
2018-11-01T06:30:00.0/2018-11-01T06:45:00.0;162.7435;85.2916;25.4041;59.8875;53.9361;85.2916;25.4041;59.8875;53.9361;1.0000
2018-11-01T06:45:00.0/2018-11-01T07:00:00.0;151.6688;76.5299;21.4006;55.1293;48.7450;76.5299;21.4006;55.1293;48.7450;1.0000
2018-11-01T07:00:00.0/2018-11-01T07:15:00.0;139.7246;67.4407;17.4988;49.9419;43.2537;67.4407;17.4988;49.9419;43.2537;1.0000
2018-11-01T07:15:00.0/2018-11-01T07:30:00.0;126.9621;58.1802;13.8030;44.3772;37.5341;58.1802;13.8030;44.3772;37.5341;1.0000
2018-11-01T07:30:00.0/2018-11-01T07:45:00.0;113.4359;48.9249;10.4150;38.5099;31.6807;48.5040;10.2264;38.2776;31.0748;1.0000
2018-11-01T07:45:00.0/2018-11-01T08:00:00.0;99.2039;39.8687;7.4274;32.4413;25.8121;32.4624;4.3707;28.0917;15.0954;1.0000
2018-11-01T08:00:00.0/2018-11-01T08:15:00.0;84.3270;31.2154;4.9163;26.2991;20.0707;24.5135;2.4537;22.0598;10.0109;1.0000
2018-11-01T08:15:00.0/2018-11-01T08:30:00.0;68.8690;23.1660;2.9320;20.2340;14.6185;18.1892;1.3350;16.8541;6.6321;1.0000
2018-11-01T08:30:00.0/2018-11-01T08:45:00.0;52.8959;15.9038;1.4917;14.4121;9.6298;12.5683;0.5638;12.0045;3.6425;1.0000
2018-11-01T08:45:00.0/2018-11-01T09:00:00.0;36.4761;9.5855;0.5734;9.0121;5.2844;8.6988;0.3778;8.3209;3.5732;1.0000
2018-11-01T09:00:00.0/2018-11-01T09:15:00.0;19.6800;4.3700;0.1148;4.2551;1.8061;4.3663;0.1143;4.2520;1.7997;0.7000
2018-11-01T09:15:00.0/2018-11-01T09:30:00.0;3.6162;0.6631;0.0016;0.6615;0.0533;0.6631;0.0016;0.6615;0.0533;0.6667
2018-11-01T09:30:00.0/2018-11-01T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T09:45:00.0/2018-11-01T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T10:00:00.0/2018-11-01T10:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T10:15:00.0/2018-11-01T10:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T10:30:00.0/2018-11-01T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T10:45:00.0/2018-11-01T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T11:00:00.0/2018-11-01T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T11:15:00.0/2018-11-01T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T11:30:00.0/2018-11-01T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T11:45:00.0/2018-11-01T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T12:00:00.0/2018-11-01T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T12:15:00.0/2018-11-01T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T12:30:00.0/2018-11-01T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T12:45:00.0/2018-11-01T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T13:00:00.0/2018-11-01T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T13:15:00.0/2018-11-01T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T13:30:00.0/2018-11-01T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T13:45:00.0/2018-11-01T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T14:00:00.0/2018-11-01T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T14:15:00.0/2018-11-01T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T14:30:00.0/2018-11-01T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T14:45:00.0/2018-11-01T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T15:00:00.0/2018-11-01T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T15:15:00.0/2018-11-01T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T15:30:00.0/2018-11-01T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T15:45:00.0/2018-11-01T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T16:00:00.0/2018-11-01T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T16:15:00.0/2018-11-01T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T16:30:00.0/2018-11-01T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T16:45:00.0/2018-11-01T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T17:00:00.0/2018-11-01T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T17:15:00.0/2018-11-01T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T17:30:00.0/2018-11-01T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T17:45:00.0/2018-11-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T18:00:00.0/2018-11-01T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T18:15:00.0/2018-11-01T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T18:30:00.0/2018-11-01T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T18:45:00.0/2018-11-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T19:00:00.0/2018-11-01T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T19:15:00.0/2018-11-01T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T19:30:00.0/2018-11-01T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T19:45:00.0/2018-11-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T20:00:00.0/2018-11-01T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T20:15:00.0/2018-11-01T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T20:30:00.0/2018-11-01T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T20:45:00.0/2018-11-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T21:00:00.0/2018-11-01T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T21:15:00.0/2018-11-01T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T21:30:00.0/2018-11-01T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T21:45:00.0/2018-11-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T22:00:00.0/2018-11-01T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T22:15:00.0/2018-11-01T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T22:30:00.0/2018-11-01T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-01T22:45:00.0/2018-11-01T23:00:00.0;1.4521;0.2968;0.0032;0.2936;0.0000;0.2544;0.0016;0.2528;0.0000;0.8000
2018-11-01T23:00:00.0/2018-11-01T23:15:00.0;15.5789;3.9564;0.2616;3.6948;5.0753;3.3913;0.1337;3.2576;2.5934;0.5000
2018-11-01T23:15:00.0/2018-11-01T23:30:00.0;32.4072;10.0733;1.4195;8.6537;14.6826;8.6345;0.7254;7.9091;7.5026;0.6333
2018-11-01T23:30:00.0/2018-11-01T23:45:00.0;48.8730;17.8459;3.7974;14.0485;26.5235;16.7828;3.1007;13.6821;21.2742;1.0000
2018-11-01T23:45:00.0/2018-11-02T00:00:00.0;64.9056;26.9360;7.4410;19.4950;39.3827;23.9795;5.5294;18.4501;29.4387;1.0000
2018-11-02T00:00:00.0/2018-11-02T00:15:00.0;80.4363;36.9191;12.1726;24.7465;52.1396;30.8967;7.8262;23.0704;33.5471;1.0000
2018-11-02T00:15:00.0/2018-11-02T00:30:00.0;95.3987;47.4083;17.7324;29.6760;64.1329;40.7862;12.5343;28.2519;45.1583;1.0000
2018-11-02T00:30:00.0/2018-11-02T00:45:00.0;109.7287;58.1393;23.9147;34.2247;75.2584;52.4924;19.1780;33.3144;60.4684;1.0000
2018-11-02T00:45:00.0/2018-11-02T01:00:00.0;123.3647;68.8597;30.4944;38.3653;85.3995;59.7601;21.9431;37.8170;61.3391;1.0000
2018-11-02T01:00:00.0/2018-11-02T01:15:00.0;136.2484;79.3635;37.2695;42.0940;94.5337;73.9398;31.9172;42.0225;80.9723;1.0000
2018-11-02T01:15:00.0/2018-11-02T01:30:00.0;148.3244;89.4843;44.0640;45.4203;102.6900;88.5345;43.0932;45.4413;100.3609;1.0000
2018-11-02T01:30:00.0/2018-11-02T01:45:00.0;159.5412;99.0874;50.7270;48.3604;109.9227;99.0874;50.7270;48.3604;109.9227;1.0000
2018-11-02T01:45:00.0/2018-11-02T02:00:00.0;169.8506;108.0634;57.1294;50.9339;116.2949;108.0634;57.1294;50.9339;116.2949;1.0000
2018-11-02T02:00:00.0/2018-11-02T02:15:00.0;179.2083;116.3223;63.1614;53.1609;121.8695;116.3223;63.1614;53.1609;121.8695;1.0000
2018-11-02T02:15:00.0/2018-11-02T02:30:00.0;187.5743;123.7899;68.7290;55.0609;126.7050;123.7899;68.7290;55.0609;126.7050;1.0000
2018-11-02T02:30:00.0/2018-11-02T02:45:00.0;194.9127;130.4049;73.7526;56.6522;130.8530;130.4049;73.7526;56.6522;130.8530;0.7000
2018-11-02T02:45:00.0/2018-11-02T03:00:00.0;201.1921;136.1163;78.1648;57.9515;134.3574;136.1163;78.1648;57.9515;134.3574;0.9667
2018-11-02T03:00:00.0/2018-11-02T03:15:00.0;206.3854;140.8096;81.7732;59.0364;137.0274;140.8096;81.7732;59.0364;137.0274;1.0000
2018-11-02T03:15:00.0/2018-11-02T03:30:00.0;210.4705;144.4502;84.5244;59.9258;138.8911;144.4502;84.5244;59.9258;138.8911;1.0000
2018-11-02T03:30:00.0/2018-11-02T03:45:00.0;213.4298;147.0857;86.5183;60.5673;140.1984;147.0857;86.5183;60.5673;140.1984;1.0000
2018-11-02T03:45:00.0/2018-11-02T04:00:00.0;215.2506;148.6990;87.7332;60.9658;140.9659;148.6990;87.7332;60.9658;140.9659;1.0000
2018-11-02T04:00:00.0/2018-11-02T04:15:00.0;215.9251;149.2801;88.1559;61.1241;141.2037;149.2801;88.1559;61.1241;141.2037;1.0000
2018-11-02T04:15:00.0/2018-11-02T04:30:00.0;215.4503;148.8251;87.7821;61.0430;140.9154;148.8251;87.7821;61.0430;140.9154;1.0000
2018-11-02T04:30:00.0/2018-11-02T04:45:00.0;213.8283;147.3372;86.6161;60.7211;140.0983;147.3372;86.6161;60.7211;140.0983;1.0000
2018-11-02T04:45:00.0/2018-11-02T05:00:00.0;211.0660;144.8261;84.6708;60.1553;138.7436;144.8261;84.6708;60.1553;138.7436;1.0000
2018-11-02T05:00:00.0/2018-11-02T05:15:00.0;207.1751;141.3081;81.9679;59.3402;136.8360;141.3081;81.9679;59.3402;136.8360;1.0000
2018-11-02T05:15:00.0/2018-11-02T05:30:00.0;202.1724;136.8068;78.5385;58.2683;134.3533;136.8068;78.5385;58.2683;134.3533;1.0000
2018-11-02T05:30:00.0/2018-11-02T05:45:00.0;196.0792;131.3530;74.4228;56.9302;131.2662;131.3530;74.4228;56.9302;131.2662;1.0000
2018-11-02T05:45:00.0/2018-11-02T06:00:00.0;188.9216;124.9856;69.6714;55.3142;127.5376;124.9856;69.6714;55.3142;127.5376;1.0000
2018-11-02T06:00:00.0/2018-11-02T06:15:00.0;180.7303;117.7568;64.3505;53.4063;123.1312;117.7568;64.3505;53.4063;123.1312;1.0000
2018-11-02T06:15:00.0/2018-11-02T06:30:00.0;171.5402;109.7237;58.5342;51.1895;117.9951;109.7237;58.5342;51.1895;117.9951;1.0000
2018-11-02T06:30:00.0/2018-11-02T06:45:00.0;161.3908;100.9509;52.3053;48.6457;112.0597;100.9509;52.3053;48.6457;112.0597;1.0000
2018-11-02T06:45:00.0/2018-11-02T07:00:00.0;150.3255;91.5229;45.7669;45.7560;105.2562;91.5229;45.7669;45.7560;105.2562;1.0000
2018-11-02T07:00:00.0/2018-11-02T07:15:00.0;138.3916;81.5422;39.0408;42.5014;97.5120;81.5422;39.0408;42.5014;97.5120;1.0000
2018-11-02T07:15:00.0/2018-11-02T07:30:00.0;125.6402;71.1348;32.2707;38.8642;88.7580;71.1348;32.2707;38.8642;88.7580;1.0000
