# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2018-10-21T16:15:00.0/2018-10-21T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T16:30:00.0/2018-10-21T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T16:45:00.0/2018-10-21T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T17:00:00.0/2018-10-21T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T17:15:00.0/2018-10-21T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T17:30:00.0/2018-10-21T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T17:45:00.0/2018-10-21T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T18:00:00.0/2018-10-21T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T18:15:00.0/2018-10-21T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T18:30:00.0/2018-10-21T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T18:45:00.0/2018-10-21T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T19:00:00.0/2018-10-21T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T19:15:00.0/2018-10-21T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T19:30:00.0/2018-10-21T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T19:45:00.0/2018-10-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T20:00:00.0/2018-10-21T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T20:15:00.0/2018-10-21T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T20:30:00.0/2018-10-21T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T20:45:00.0/2018-10-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T21:00:00.0/2018-10-21T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T21:15:00.0/2018-10-21T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T21:30:00.0/2018-10-21T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T21:45:00.0/2018-10-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T22:00:00.0/2018-10-21T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T22:15:00.0/2018-10-21T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-21T22:30:00.0/2018-10-21T22:45:00.0;0.1130;0.0207;0.0000;0.0207;0.0000;0.0178;0.0000;0.0178;0.0000;0.9667
2018-10-21T22:45:00.0/2018-10-21T23:00:00.0;11.0015;2.6085;0.0935;2.5150;2.1169;2.2325;0.0493;2.1832;1.1164;0.5000
2018-10-21T23:00:00.0/2018-10-21T23:15:00.0;28.2910;8.2706;0.7532;7.5173;8.7414;7.0786;0.3972;6.6814;4.6101;0.5000
2018-10-21T23:15:00.0/2018-10-21T23:30:00.0;45.2924;15.8046;2.5587;13.2459;19.0518;14.1810;1.7407;12.4403;12.7040;0.9667
2018-10-21T23:30:00.0/2018-10-21T23:45:00.0;61.9329;24.9557;5.8391;19.1166;32.1117;23.1029;4.7790;18.3239;26.4819;1.0000
2018-10-21T23:45:00.0/2018-10-22T00:00:00.0;78.1410;35.3132;10.5650;24.7482;46.2456;34.7568;10.2063;24.5506;44.5435;1.0000
2018-10-22T00:00:00.0/2018-10-22T00:15:00.0;93.8471;46.3903;16.4241;29.9662;59.9953;46.3903;16.4241;29.9662;59.9953;1.0000
2018-10-22T00:15:00.0/2018-10-22T00:30:00.0;108.9842;57.7921;23.0729;34.7193;72.6556;57.7921;23.0729;34.7193;72.6556;1.0000
2018-10-22T00:30:00.0/2018-10-22T00:45:00.0;123.4873;69.2806;30.3070;38.9736;84.2816;69.2806;30.3070;38.9736;84.2816;1.0000
2018-10-22T00:45:00.0/2018-10-22T01:00:00.0;137.2942;80.6213;37.8793;42.7421;94.7847;80.6213;37.8793;42.7421;94.7847;1.0000
2018-10-22T01:00:00.0/2018-10-22T01:15:00.0;150.3456;91.6304;45.5779;46.0525;104.1760;91.6304;45.5779;46.0525;104.1760;1.0000
2018-10-22T01:15:00.0/2018-10-22T01:30:00.0;162.5857;102.1629;53.2248;48.9381;112.5159;102.1629;53.2248;48.9381;112.5159;1.0000
2018-10-22T01:30:00.0/2018-10-22T01:45:00.0;173.9619;112.1035;60.6704;51.4331;119.8837;112.1035;60.6704;51.4331;119.8837;1.0000
2018-10-22T01:45:00.0/2018-10-22T02:00:00.0;184.4256;121.3583;67.7888;53.5695;126.3614;121.3583;67.7888;53.5695;126.3614;1.0000
2018-10-22T02:00:00.0/2018-10-22T02:15:00.0;193.9316;129.8500;74.4730;55.3770;132.0254;129.8500;74.4730;55.3770;132.0254;1.0000
2018-10-22T02:15:00.0/2018-10-22T02:30:00.0;202.4394;137.5141;80.6319;56.8822;136.9435;137.5141;80.6319;56.8822;136.9435;1.0000
2018-10-22T02:30:00.0/2018-10-22T02:45:00.0;209.9125;144.2965;86.1878;58.1087;141.1739;144.2965;86.1878;58.1087;141.1739;0.7000
2018-10-22T02:45:00.0/2018-10-22T03:00:00.0;216.3186;150.1521;91.0749;59.0772;144.7656;150.1521;91.0749;59.0772;144.7656;0.9667
2018-10-22T03:00:00.0/2018-10-22T03:15:00.0;221.6304;155.0266;95.1977;59.8289;147.6960;155.0266;95.1977;59.8289;147.6960;1.0000
2018-10-22T03:15:00.0/2018-10-22T03:30:00.0;225.8252;158.8892;98.5087;60.3805;149.9970;158.8892;98.5087;60.3805;149.9970;1.0000
2018-10-22T03:30:00.0/2018-10-22T03:45:00.0;228.8847;161.7345;101.0133;60.7212;151.7570;161.7345;101.0133;60.7212;151.7570;1.0000
2018-10-22T03:45:00.0/2018-10-22T04:00:00.0;230.7959;163.5464;102.6867;60.8596;152.9953;163.5464;102.6867;60.8596;152.9953;1.0000
2018-10-22T04:00:00.0/2018-10-22T04:15:00.0;231.5507;164.3151;103.5125;60.8026;153.7243;164.3151;103.5125;60.8026;153.7243;1.0000
2018-10-22T04:15:00.0/2018-10-22T04:30:00.0;231.1456;164.0370;103.4822;60.5548;153.9494;164.0370;103.4822;60.5548;153.9494;1.0000
2018-10-22T04:30:00.0/2018-10-22T04:45:00.0;229.5824;162.7144;102.5954;60.1190;153.6699;162.2405;101.7823;60.4582;152.4469;1.0000
2018-10-22T04:45:00.0/2018-10-22T05:00:00.0;226.8678;160.3559;100.8599;59.4960;152.8780;153.5794;89.2521;64.3274;135.2958;1.0000
2018-10-22T05:00:00.0/2018-10-22T05:15:00.0;223.0133;156.9758;98.2910;58.6848;151.5586;156.9111;98.1806;58.7306;151.3899;1.0000
2018-10-22T05:15:00.0/2018-10-22T05:30:00.0;218.0354;152.5946;94.9125;57.6821;149.6893;152.5946;94.9125;57.6821;149.6893;1.0000
2018-10-22T05:30:00.0/2018-10-22T05:45:00.0;211.9554;147.2394;90.7567;56.4828;147.2388;128.6761;56.2347;72.4414;90.9149;1.0000
2018-10-22T05:45:00.0/2018-10-22T06:00:00.0;204.7994;140.9437;85.8644;55.0793;144.1665;115.7374;38.3455;77.3919;64.5517;1.0000
2018-10-22T06:00:00.0/2018-10-22T06:15:00.0;196.5978;133.9039;80.5221;53.3818;140.8357;129.6356;71.5923;58.0434;125.3859;1.0000
2018-10-22T06:15:00.0/2018-10-22T06:30:00.0;187.3860;126.1564;74.7599;51.3965;137.1805;126.1564;74.7599;51.3965;137.1805;1.0000
2018-10-22T06:30:00.0/2018-10-22T06:45:00.0;177.2031;117.5929;68.3927;49.2002;132.7013;117.5929;68.3927;49.2002;132.7013;1.0000
2018-10-22T06:45:00.0/2018-10-22T07:00:00.0;166.0929;108.2770;61.5136;46.7635;127.3282;108.2770;61.5136;46.7635;127.3282;1.0000
2018-10-22T07:00:00.0/2018-10-22T07:15:00.0;154.1030;98.2856;54.2368;44.0488;120.9869;93.7989;46.7805;47.0185;104.0825;0.7000
2018-10-22T07:15:00.0/2018-10-22T07:30:00.0;141.2845;87.7035;46.6295;41.0740;113.4344;78.5253;31.7894;46.7359;77.5819;0.9667
2018-10-22T07:30:00.0/2018-10-22T07:45:00.0;127.6924;76.6372;38.8255;37.8117;104.4743;76.5635;38.7095;37.8540;104.1769;1.0000
2018-10-22T07:45:00.0/2018-10-22T08:00:00.0;113.3849;65.2191;30.9940;34.2252;93.8813;65.2191;30.9940;34.2252;93.8813;1.0000
2018-10-22T08:00:00.0/2018-10-22T08:15:00.0;98.4233;53.6201;23.3505;30.2696;81.4146;53.6201;23.3505;30.2696;81.4146;1.0000
2018-10-22T08:15:00.0/2018-10-22T08:30:00.0;82.8715;42.0693;16.1760;25.8933;66.8797;42.0693;16.1760;25.8933;66.8797;1.0000
2018-10-22T08:30:00.0/2018-10-22T08:45:00.0;66.7962;30.8838;9.8388;21.0450;50.3006;30.8838;9.8388;21.0450;50.3006;1.0000
2018-10-22T08:45:00.0/2018-10-22T09:00:00.0;50.2662;20.5033;4.8011;15.7022;32.3458;20.5033;4.8011;15.7022;32.3458;1.0000
2018-10-22T09:00:00.0/2018-10-22T09:15:00.0;33.3521;11.4783;1.5336;9.9447;15.1586;11.4783;1.5336;9.9447;15.1586;1.0000
2018-10-22T09:15:00.0/2018-10-22T09:30:00.0;16.1266;4.4731;0.2385;4.2346;4.7075;4.4731;0.2385;4.2346;4.7075;0.5333
2018-10-22T09:30:00.0/2018-10-22T09:45:00.0;1.5717;0.3515;0.0166;0.3349;0.0000;0.3515;0.0166;0.3349;0.0000;0.7667
2018-10-22T09:45:00.0/2018-10-22T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T10:00:00.0/2018-10-22T10:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T10:15:00.0/2018-10-22T10:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T10:30:00.0/2018-10-22T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T10:45:00.0/2018-10-22T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T11:00:00.0/2018-10-22T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T11:15:00.0/2018-10-22T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T11:30:00.0/2018-10-22T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T11:45:00.0/2018-10-22T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T12:00:00.0/2018-10-22T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T12:15:00.0/2018-10-22T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T12:30:00.0/2018-10-22T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T12:45:00.0/2018-10-22T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T13:00:00.0/2018-10-22T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T13:15:00.0/2018-10-22T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T13:30:00.0/2018-10-22T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T13:45:00.0/2018-10-22T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T14:00:00.0/2018-10-22T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T14:15:00.0/2018-10-22T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T14:30:00.0/2018-10-22T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T14:45:00.0/2018-10-22T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T15:00:00.0/2018-10-22T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T15:15:00.0/2018-10-22T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T15:30:00.0/2018-10-22T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T15:45:00.0/2018-10-22T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T16:00:00.0/2018-10-22T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T16:15:00.0/2018-10-22T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T16:30:00.0/2018-10-22T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T16:45:00.0/2018-10-22T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T17:00:00.0/2018-10-22T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T17:15:00.0/2018-10-22T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T17:30:00.0/2018-10-22T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T17:45:00.0/2018-10-22T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T18:00:00.0/2018-10-22T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T18:15:00.0/2018-10-22T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T18:30:00.0/2018-10-22T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T18:45:00.0/2018-10-22T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T19:00:00.0/2018-10-22T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T19:15:00.0/2018-10-22T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T19:30:00.0/2018-10-22T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T19:45:00.0/2018-10-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T20:00:00.0/2018-10-22T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T20:15:00.0/2018-10-22T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T20:30:00.0/2018-10-22T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T20:45:00.0/2018-10-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T21:00:00.0/2018-10-22T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T21:15:00.0/2018-10-22T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T21:30:00.0/2018-10-22T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T21:45:00.0/2018-10-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T22:00:00.0/2018-10-22T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T22:15:00.0/2018-10-22T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-10-22T22:30:00.0/2018-10-22T22:45:00.0;0.0389;0.0095;0.0028;0.0067;0.0000;0.0095;0.0028;0.0067;0.0000;0.9667
2018-10-22T22:45:00.0/2018-10-22T23:00:00.0;9.8825;3.0270;0.2504;2.7766;5.7054;3.0270;0.2504;2.7766;5.7054;0.5000
2018-10-22T23:00:00.0/2018-10-22T23:15:00.0;27.1579;11.2609;3.2608;8.0001;39.1913;11.2609;3.2608;8.0001;39.1913;0.5000
2018-10-22T23:15:00.0/2018-10-22T23:30:00.0;44.1447;22.5607;10.2646;12.2961;78.7913;22.5607;10.2646;12.2961;78.7913;0.9667
2018-10-22T23:30:00.0/2018-10-22T23:45:00.0;60.7699;35.5458;20.2338;15.3120;113.8251;35.5458;20.2338;15.3120;113.8251;1.0000
2018-10-22T23:45:00.0/2018-10-23T00:00:00.0;76.9627;49.3271;32.1823;17.1447;143.3769;49.3271;32.1823;17.1447;143.3769;1.0000
2018-10-23T00:00:00.0/2018-10-23T00:15:00.0;92.6527;62.9475;44.4013;18.5462;164.6547;62.9475;44.4013;18.5462;164.6547;1.0000
2018-10-23T00:15:00.0/2018-10-23T00:30:00.0;107.7736;75.9744;55.8271;20.1473;178.0695;75.9744;55.8271;20.1473;178.0695;1.0000
2018-10-23T00:30:00.0/2018-10-23T00:45:00.0;122.2602;88.6429;67.1198;21.5231;188.7750;88.6429;67.1198;21.5231;188.7750;1.0000
2018-10-23T00:45:00.0/2018-10-23T01:00:00.0;136.0505;100.8320;78.1150;22.7170;197.4637;100.8320;78.1150;22.7170;197.4637;1.0000
2018-10-23T01:00:00.0/2018-10-23T01:15:00.0;149.0853;112.4442;88.6872;23.7570;204.6099;112.4442;88.6872;23.7570;204.6099;1.0000
2018-10-23T01:15:00.0/2018-10-23T01:30:00.0;161.3087;123.3974;98.7329;24.6645;210.5411;122.3422;96.7637;25.5785;206.4336;1.0000
2018-10-23T01:30:00.0/2018-10-23T01:45:00.0;172.6684;133.6207;108.1637;25.4571;215.4886;128.0952;97.6301;30.4651;194.5791;1.0000
2018-10-23T01:45:00.0/2018-10-23T02:00:00.0;183.1156;143.0523;116.9025;26.1498;219.6197;131.3173;94.4836;36.8338;177.3520;1.0000
2018-10-23T02:00:00.0/2018-10-23T02:15:00.0;192.6055;151.6377;124.8826;26.7552;223.0587;151.5283;124.6727;26.8556;222.6753;1.0000
2018-10-23T02:15:00.0/2018-10-23T02:30:00.0;201.0973;159.3295;132.0470;27.2824;225.9012;159.3295;132.0470;27.2824;225.9012;1.0000
2018-10-23T02:30:00.0/2018-10-23T02:45:00.0;208.5548;166.0870;138.3608;27.7261;228.2429;166.0870;138.3608;27.7261;228.2429;0.7000
2018-10-23T02:45:00.0/2018-10-23T03:00:00.0;214.9459;171.8737;143.7741;28.0995;230.1244;171.8737;143.7741;28.0995;230.1244;0.9667
2018-10-23T03:00:00.0/2018-10-23T03:15:00.0;220.2431;176.5404;147.9376;28.6028;231.0980;176.5404;147.9376;28.6028;231.0980;1.0000
2018-10-23T03:15:00.0/2018-10-23T03:30:00.0;224.4238;180.0625;150.8173;29.2452;231.2097;180.0625;150.8173;29.2452;231.2097;1.0000
2018-10-23T03:30:00.0/2018-10-23T03:45:00.0;227.4699;182.5396;152.7017;29.8379;230.9653;182.5396;152.7017;29.8379;230.9653;1.0000
2018-10-23T03:45:00.0/2018-10-23T04:00:00.0;229.3684;183.9584;153.5809;30.3775;230.3738;183.9584;153.5809;30.3775;230.3738;1.0000
2018-10-23T04:00:00.0/2018-10-23T04:15:00.0;230.1111;184.3108;153.4510;30.8598;229.4370;184.3108;153.4510;30.8598;229.4370;1.0000
2018-10-23T04:15:00.0/2018-10-23T04:30:00.0;229.6948;183.5942;152.3138;31.2804;228.1501;183.5942;152.3138;31.2804;228.1501;1.0000
2018-10-23T04:30:00.0/2018-10-23T04:45:00.0;228.1213;181.8112;150.1772;31.6339;226.5018;181.8112;150.1772;31.6339;226.5018;1.0000
2018-10-23T04:45:00.0/2018-10-23T05:00:00.0;225.3972;178.9701;147.0555;31.9146;224.4739;178.9701;147.0555;31.9146;224.4739;1.0000
2018-10-23T05:00:00.0/2018-10-23T05:15:00.0;221.5341;175.0845;142.9688;32.1157;222.0407;175.0845;142.9688;32.1157;222.0407;1.0000
2018-10-23T05:15:00.0/2018-10-23T05:30:00.0;216.5486;170.1735;137.9443;32.2292;219.1684;170.1735;137.9443;32.2292;219.1684;1.0000
2018-10-23T05:30:00.0/2018-10-23T05:45:00.0;210.4621;164.2621;132.0160;32.2460;215.8135;164.2621;132.0160;32.2460;215.8135;1.0000
2018-10-23T05:45:00.0/2018-10-23T06:00:00.0;203.3004;157.3809;125.2257;32.1551;211.9216;157.3809;125.2257;32.1551;211.9216;1.0000
2018-10-23T06:00:00.0/2018-10-23T06:15:00.0;195.0944;149.5547;117.5936;31.9611;207.3716;149.5547;117.5936;31.9611;207.3716;1.0000
2018-10-23T06:15:00.0/2018-10-23T06:30:00.0;185.8791;140.8275;109.1812;31.6463;202.0763;140.8275;109.1812;31.6463;202.0763;1.0000
2018-10-23T06:30:00.0/2018-10-23T06:45:00.0;175.6939;131.2632;100.0910;31.1723;195.9828;131.2632;100.0910;31.1723;195.9828;1.0000
2018-10-23T06:45:00.0/2018-10-23T07:00:00.0;164.5825;120.9218;90.4065;30.5153;188.9599;120.9218;90.4065;30.5153;188.9599;1.0000
2018-10-23T07:00:00.0/2018-10-23T07:15:00.0;152.5923;109.8731;80.2259;29.6472;180.8408;109.8731;80.2259;29.6472;180.8408;1.0000
2018-10-23T07:15:00.0/2018-10-23T07:30:00.0;139.7748;98.1987;69.6636;28.5351;171.4086;98.1987;69.6636;28.5351;171.4086;1.0000
2018-10-23T07:30:00.0/2018-10-23T07:45:00.0;126.1848;85.9952;58.8551;27.1401;160.3760;85.9952;58.8551;27.1401;160.3760;1.0000
2018-10-23T07:45:00.0/2018-10-23T08:00:00.0;111.8805;73.3808;47.9656;25.4152;147.3614;73.3808;47.9656;25.4152;147.3614;1.0000
